timestamp,session_id,temperature,humidity,light,study_duration,posture,user_presence,owner_mode,focus_score,fatigue_score,productivity_class,recommendation
2026-06-27T23:56:54.593815,SESS_0002,23.3,49.8,507.8,43.2,Good,1,1,97.8,15.0,High Focus,Excellent Focus
2026-06-28T00:21:54.593815,SESS_0002,22.2,51.6,493.0,16.6,Good,1,1,98.0,8.1,High Focus,Excellent Focus
2026-06-28T00:46:54.593815,SESS_0002,23.3,53.2,540.9,5.0,Good,1,1,96.9,3.3,High Focus,Excellent Focus
2026-06-28T01:11:54.593815,SESS_0002,27.1,52.7,420.4,49.8,Good,1,1,95.1,16.2,High Focus,Excellent Focus
2026-06-28T01:36:54.593815,SESS_0002,22.9,53.7,543.4,75.7,Good,1,0,90.3,31.5,High Focus,Excellent Focus
2026-06-28T02:01:54.593815,SESS_0003,24.2,48.4,435.5,144.5,Good,1,1,82.3,44.0,High Focus,Excellent Focus
2026-06-28T02:26:54.593815,SESS_0003,24.2,55.2,506.9,27.9,Good,1,1,97.0,14.1,High Focus,Excellent Focus
2026-06-28T02:51:54.593815,SESS_0003,25.4,48.0,426.5,112.8,Poor,1,1,72.1,64.7,Moderate Focus,Good Productivity
2026-06-28T03:16:54.593815,SESS_0003,25.5,49.4,518.9,19.5,Moderate Lean,0,1,0.0,0.0,Inactive,User Absent
2026-06-28T03:41:54.593815,SESS_0003,23.9,54.0,490.7,110.1,Slight Lean,1,1,83.4,42.5,High Focus,Excellent Focus
2026-06-28T04:06:54.593815,SESS_0003,27.0,51.8,439.6,150.0,Slight Lean,1,1,78.7,44.6,Moderate Focus,Good Productivity
2026-06-28T04:31:54.593815,SESS_0003,25.0,53.0,534.2,17.8,Good,1,1,99.0,6.8,High Focus,Excellent Focus
2026-06-28T04:56:54.593815,SESS_0003,23.7,52.1,492.9,97.8,Good,1,1,91.8,38.4,High Focus,Excellent Focus
2026-06-28T05:21:54.593815,SESS_0003,25.3,55.0,527.7,88.3,Moderate Lean,1,1,83.9,36.4,High Focus,Excellent Focus
2026-06-28T05:46:54.593815,SESS_0003,22.4,51.6,437.2,5.0,Slight Lean,1,1,96.7,1.7,High Focus,Excellent Focus
2026-06-28T06:11:54.593815,SESS_0003,25.5,45.4,456.4,5.4,Slight Lean,1,1,95.1,8.6,High Focus,Excellent Focus
2026-06-28T06:36:54.593815,SESS_0003,24.7,52.9,416.5,5.0,Good,0,1,0.0,0.0,Inactive,User Absent
2026-06-28T07:01:54.593815,SESS_0003,24.6,48.7,587.2,51.8,Good,1,1,96.6,16.4,High Focus,Excellent Focus
2026-06-28T07:26:54.593815,SESS_0003,25.1,54.7,448.6,12.6,Moderate Lean,1,0,82.7,20.3,High Focus,Excellent Focus
2026-06-28T07:51:54.593815,SESS_0003,25.2,54.0,420.0,6.8,Moderate Lean,1,0,82.9,19.3,High Focus,Excellent Focus
2026-06-28T08:16:54.593815,SESS_0004,22.2,54.3,543.3,13.1,Good,1,1,99.6,5.2,High Focus,Excellent Focus
2026-06-28T08:41:54.593815,SESS_0004,22.4,49.3,543.3,5.0,Slight Lean,1,1,91.2,9.7,High Focus,Excellent Focus
2026-06-28T09:06:54.593815,SESS_0004,27.1,50.9,433.4,25.7,Good,1,1,94.4,10.2,High Focus,Excellent Focus
2026-06-28T09:31:54.593815,SESS_0004,26.8,46.0,458.0,18.8,Good,1,1,95.7,9.1,High Focus,Excellent Focus
2026-06-28T09:56:54.593815,SESS_0004,27.8,52.4,525.5,7.1,Slight Lean,1,1,92.4,8.5,High Focus,Excellent Focus
2026-06-28T10:21:54.593815,SESS_0004,24.6,49.7,485.7,19.7,Poor,1,1,83.1,32.9,High Focus,Excellent Focus
2026-06-28T10:46:54.593815,SESS_0004,27.5,53.4,483.5,19.5,Good,1,1,96.1,7.8,High Focus,Excellent Focus
2026-06-28T11:11:54.593815,SESS_0004,24.2,49.3,450.5,5.0,Good,1,1,98.7,4.0,High Focus,Excellent Focus
2026-06-28T11:36:54.593815,SESS_0004,26.5,52.3,509.1,65.1,Good,1,1,92.4,23.0,High Focus,Excellent Focus
2026-06-28T12:01:54.593815,SESS_0004,25.5,53.1,479.0,18.6,Good,1,1,97.1,6.5,High Focus,Excellent Focus
2026-06-28T12:26:54.593815,SESS_0004,26.1,56.4,458.0,56.2,Good,1,1,96.8,17.3,High Focus,Excellent Focus
2026-06-28T12:51:54.593815,SESS_0004,25.5,49.9,496.2,120.3,Good,1,1,87.9,40.0,High Focus,Excellent Focus
2026-06-28T13:16:54.593815,SESS_0004,26.0,44.7,457.7,15.9,Slight Lean,1,1,94.9,10.3,High Focus,Excellent Focus
2026-06-28T13:41:54.593815,SESS_0004,25.4,53.2,479.4,5.0,Moderate Lean,1,0,83.1,15.0,High Focus,Excellent Focus
2026-06-28T14:06:54.593815,SESS_0004,27.0,49.9,520.2,5.0,Good,1,1,97.0,3.4,High Focus,Excellent Focus
2026-06-28T14:31:54.593815,SESS_0005,23.3,51.9,492.2,5.0,Slight Lean,1,1,92.9,9.2,High Focus,Excellent Focus
2026-06-28T14:56:54.593815,SESS_0005,25.7,55.0,456.1,117.7,Good,1,1,85.4,39.3,High Focus,Excellent Focus
2026-06-28T15:21:54.593815,SESS_0005,24.9,56.2,522.9,5.0,Moderate Lean,1,1,88.0,12.8,High Focus,Excellent Focus
2026-06-28T15:46:54.593815,SESS_0005,24.5,48.6,477.6,5.1,Good,1,1,98.4,1.6,High Focus,Excellent Focus
2026-06-28T16:11:54.593815,SESS_0005,25.2,56.4,474.6,13.5,Good,1,1,97.4,5.5,High Focus,Excellent Focus
2026-06-28T16:36:54.593815,SESS_0005,25.1,51.2,529.2,150.0,Moderate Lean,1,0,72.1,51.7,Moderate Focus,Good Productivity
2026-06-28T17:01:54.593815,SESS_0005,24.5,52.7,552.6,24.2,Poor,1,1,82.6,37.3,High Focus,Excellent Focus
2026-06-28T17:26:54.593815,SESS_0005,27.0,50.6,528.8,38.7,Poor,1,1,78.0,42.8,Moderate Focus,Good Productivity
2026-06-28T17:51:54.593815,SESS_0005,21.5,49.2,442.0,146.6,Good,1,1,82.4,39.7,High Focus,Excellent Focus
2026-06-28T18:16:54.593815,SESS_0005,25.0,53.0,528.5,7.1,Good,1,1,94.4,10.1,High Focus,Excellent Focus
2026-06-28T18:41:54.593815,SESS_0005,26.2,49.4,394.3,140.1,Good,1,1,85.4,40.0,High Focus,Excellent Focus
2026-06-28T19:06:54.593815,SESS_0005,24.9,42.4,434.9,12.8,Good,1,1,95.8,7.5,High Focus,Excellent Focus
2026-06-28T19:31:54.593815,SESS_0005,23.9,53.2,426.6,123.2,Slight Lean,1,1,82.6,40.3,High Focus,Excellent Focus
2026-06-28T19:56:54.593815,SESS_0005,25.2,54.7,557.1,17.7,Good,1,1,96.7,6.6,High Focus,Excellent Focus
2026-06-28T20:21:54.593815,SESS_0005,26.7,51.4,539.0,32.1,Good,1,0,92.5,17.1,High Focus,Excellent Focus
2026-06-28T20:46:54.593815,SESS_0006,24.7,47.4,466.5,5.0,Slight Lean,1,1,95.3,8.0,High Focus,Excellent Focus
2026-06-28T21:11:54.593815,SESS_0006,23.1,53.4,532.9,19.9,Good,1,0,89.4,16.9,High Focus,Excellent Focus
2026-06-28T21:36:54.593815,SESS_0006,24.3,51.7,371.5,61.2,Good,1,1,96.3,16.9,High Focus,Excellent Focus
2026-06-28T22:01:54.593815,SESS_0006,22.1,50.8,499.2,27.1,Good,1,1,96.6,11.9,High Focus,Excellent Focus
2026-06-28T22:26:54.593815,SESS_0006,22.5,50.6,476.2,5.5,Good,1,1,97.1,2.9,High Focus,Excellent Focus
2026-06-28T22:51:54.593815,SESS_0006,23.8,47.3,476.9,44.1,Good,1,1,99.0,11.4,High Focus,Excellent Focus
2026-06-28T23:16:54.593815,SESS_0006,23.8,48.1,452.0,5.0,Poor,1,1,80.2,31.5,High Focus,Excellent Focus
2026-06-28T23:41:54.593815,SESS_0006,23.7,46.8,578.2,5.0,Good,1,1,95.7,6.3,High Focus,Excellent Focus
2026-06-29T00:06:54.593815,SESS_0006,26.2,54.0,449.0,55.2,Good,1,1,93.3,19.6,High Focus,Excellent Focus
2026-06-29T00:31:54.593815,SESS_0006,24.1,42.9,404.2,24.8,Good,1,1,97.9,9.6,High Focus,Excellent Focus
2026-06-29T00:56:54.593815,SESS_0006,23.1,51.1,528.4,30.4,Poor,1,1,80.2,38.0,High Focus,Excellent Focus
2026-06-29T01:21:54.593815,SESS_0006,22.3,51.7,442.2,5.0,Good,1,1,92.5,7.2,High Focus,Excellent Focus
2026-06-29T01:46:54.593815,SESS_0006,23.6,48.3,462.5,88.5,Moderate Lean,1,1,86.0,37.4,High Focus,Excellent Focus
2026-06-29T02:11:54.593815,SESS_0006,24.5,56.2,483.9,35.4,Moderate Lean,1,1,87.0,21.2,High Focus,Excellent Focus
2026-06-29T02:36:54.593815,SESS_0006,26.7,49.6,446.6,18.0,Poor,1,0,77.8,41.6,Moderate Focus,Good Productivity
2026-06-29T03:01:54.593815,SESS_0007,22.5,53.0,447.5,8.3,Moderate Lean,1,1,85.8,15.0,High Focus,Excellent Focus
2026-06-29T03:26:54.593815,SESS_0007,23.7,42.2,514.2,150.0,Poor,1,0,63.4,72.2,Fatigued,Take 5 Minute Break
2026-06-29T03:51:54.593815,SESS_0007,23.7,53.6,505.0,106.0,Good,1,1,87.7,40.4,High Focus,Excellent Focus
2026-06-29T04:16:54.593815,SESS_0007,26.8,54.3,441.9,8.3,Slight Lean,1,1,90.2,9.2,High Focus,Excellent Focus
2026-06-29T04:41:54.593815,SESS_0007,22.2,51.2,493.0,13.6,Slight Lean,1,1,91.5,10.2,High Focus,Excellent Focus
2026-06-29T05:06:54.593815,SESS_0007,24.9,60.7,399.4,5.0,Moderate Lean,1,0,80.9,19.8,High Focus,Excellent Focus
2026-06-29T05:31:54.593815,SESS_0007,25.9,49.0,521.8,57.1,Good,1,0,89.6,23.6,High Focus,Excellent Focus
2026-06-29T05:56:54.593815,SESS_0007,27.9,44.8,428.4,106.1,Slight Lean,1,1,83.6,40.5,High Focus,Excellent Focus
2026-06-29T06:21:54.593815,SESS_0007,24.6,50.5,538.4,6.0,Slight Lean,1,1,94.7,5.9,High Focus,Excellent Focus
2026-06-29T06:46:54.593815,SESS_0007,25.3,49.9,464.0,67.4,Good,1,1,94.7,25.3,High Focus,Excellent Focus
2026-06-29T07:11:54.593815,SESS_0007,25.7,49.9,540.1,23.1,Moderate Lean,1,1,87.2,17.6,High Focus,Excellent Focus
2026-06-29T07:36:54.593815,SESS_0007,21.4,54.7,437.8,27.9,Slight Lean,1,0,88.3,18.3,High Focus,Excellent Focus
2026-06-29T08:01:54.593815,SESS_0007,25.7,43.3,491.8,5.0,Good,1,1,98.2,3.3,High Focus,Excellent Focus
2026-06-29T08:26:54.593815,SESS_0007,25.3,47.9,460.0,63.2,Moderate Lean,1,1,87.0,32.2,High Focus,Excellent Focus
2026-06-29T08:51:54.593815,SESS_0007,24.8,51.9,457.0,11.4,Good,1,1,95.3,9.8,High Focus,Excellent Focus
2026-06-29T09:16:54.593815,SESS_0008,25.1,49.8,521.5,68.9,Moderate Lean,1,1,85.3,30.5,High Focus,Excellent Focus
2026-06-29T09:41:54.593815,SESS_0008,23.9,52.3,517.8,50.9,Good,1,1,94.7,20.1,High Focus,Excellent Focus
2026-06-29T10:06:54.593815,SESS_0008,25.9,45.3,494.0,17.0,Poor,1,1,77.0,41.5,Moderate Focus,Good Productivity
2026-06-29T10:31:54.593815,SESS_0008,25.4,50.8,494.0,28.2,Good,1,1,95.3,11.4,High Focus,Excellent Focus
2026-06-29T10:56:54.593815,SESS_0008,24.6,57.2,509.5,102.3,Poor,1,1,72.4,65.3,Moderate Focus,Good Productivity
2026-06-29T11:21:54.593815,SESS_0008,27.1,55.7,559.7,108.9,Moderate Lean,1,1,76.9,48.0,Moderate Focus,Good Productivity
2026-06-29T11:46:54.593815,SESS_0008,25.6,59.9,506.2,20.4,Good,1,1,96.1,8.4,High Focus,Excellent Focus
2026-06-29T12:11:54.593815,SESS_0008,23.1,45.2,521.2,17.0,Good,1,1,96.6,9.6,High Focus,Excellent Focus
2026-06-29T12:36:54.593815,SESS_0008,23.4,45.7,467.0,24.1,Good,1,1,95.9,9.7,High Focus,Excellent Focus
2026-06-29T13:01:54.593815,SESS_0008,20.7,50.8,468.5,34.8,Good,1,1,96.3,10.9,High Focus,Excellent Focus
2026-06-29T13:26:54.593815,SESS_0008,25.2,48.2,471.8,150.0,Moderate Lean,1,1,80.3,44.8,High Focus,Excellent Focus
2026-06-29T13:51:54.593815,SESS_0008,24.5,50.9,489.9,9.2,Slight Lean,1,1,94.5,11.7,High Focus,Excellent Focus
2026-06-29T14:16:54.593815,SESS_0008,23.0,55.9,347.0,23.2,Good,1,0,92.3,10.4,High Focus,Excellent Focus
2026-06-29T14:41:54.593815,SESS_0008,24.0,49.7,409.6,41.3,Poor,1,1,78.2,43.6,Moderate Focus,Good Productivity
2026-06-29T15:06:54.593815,SESS_0008,24.4,52.7,441.4,43.0,Good,1,1,98.1,11.0,High Focus,Excellent Focus
2026-06-29T15:31:54.593815,SESS_0009,23.8,52.7,418.9,5.0,Slight Lean,1,1,93.9,8.6,High Focus,Excellent Focus
2026-06-29T15:56:54.593815,SESS_0009,23.2,51.8,492.6,20.2,Good,1,1,95.0,11.0,High Focus,Excellent Focus
2026-06-29T16:21:54.593815,SESS_0009,25.3,49.9,496.3,21.9,Good,1,0,91.8,11.8,High Focus,Excellent Focus
2026-06-29T16:46:54.593815,SESS_0009,23.4,55.6,392.3,12.5,Poor,1,1,75.8,42.0,Moderate Focus,Good Productivity
2026-06-29T17:11:54.593815,SESS_0009,21.6,56.9,490.6,57.7,Slight Lean,1,1,90.4,25.5,High Focus,Excellent Focus
2026-06-29T17:36:54.593815,SESS_0009,24.5,49.8,547.3,5.0,Good,1,1,97.9,0.8,High Focus,Excellent Focus
2026-06-29T18:01:54.593815,SESS_0009,22.6,53.6,488.5,150.0,Good,1,1,82.8,40.3,High Focus,Excellent Focus
2026-06-29T18:26:54.593815,SESS_0009,24.6,45.3,507.6,32.3,Good,1,1,99.7,9.1,High Focus,Excellent Focus
2026-06-29T18:51:54.593815,SESS_0009,24.9,54.4,563.3,7.7,Good,1,0,94.8,6.9,High Focus,Excellent Focus
2026-06-29T19:16:54.593815,SESS_0009,25.6,52.3,361.5,5.0,Good,1,1,95.2,5.0,High Focus,Excellent Focus
2026-06-29T19:41:54.593815,SESS_0009,24.8,48.4,449.4,13.6,Moderate Lean,1,1,85.4,20.0,High Focus,Excellent Focus
2026-06-29T20:06:54.593815,SESS_0009,23.3,53.0,392.3,25.9,Good,0,1,0.0,0.0,Inactive,User Absent
2026-06-29T20:31:54.593815,SESS_0009,25.2,51.6,437.1,5.0,Good,1,1,97.7,4.5,High Focus,Excellent Focus
2026-06-29T20:56:54.593815,SESS_0009,22.4,51.0,447.1,36.3,Good,1,1,97.9,10.1,High Focus,Excellent Focus
2026-06-29T21:21:54.593815,SESS_0009,24.5,57.2,448.7,11.3,Good,1,1,100.0,3.6,High Focus,Excellent Focus
2026-06-29T21:46:54.593815,SESS_0010,25.2,47.2,526.5,35.7,Good,1,1,95.5,13.1,High Focus,Excellent Focus
2026-06-29T22:11:54.593815,SESS_0010,24.4,53.2,488.9,82.5,Slight Lean,1,1,87.1,34.8,High Focus,Excellent Focus
2026-06-29T22:36:54.593815,SESS_0010,25.4,55.5,533.1,75.7,Slight Lean,1,1,89.2,27.2,High Focus,Excellent Focus
2026-06-29T23:01:54.593815,SESS_0010,25.1,51.7,493.6,98.8,Good,0,1,0.0,0.0,Inactive,User Absent
2026-06-29T23:26:54.593815,SESS_0010,22.7,52.6,469.3,141.7,Good,1,0,80.5,45.5,High Focus,Excellent Focus
2026-06-29T23:51:54.593815,SESS_0010,24.5,51.1,526.9,5.0,Good,1,1,96.6,2.5,High Focus,Excellent Focus
2026-06-30T00:16:54.593815,SESS_0010,25.2,47.4,543.9,51.6,Slight Lean,1,1,92.2,20.0,High Focus,Excellent Focus
2026-06-30T00:41:54.593815,SESS_0010,26.5,51.7,531.6,86.9,Slight Lean,0,1,0.0,0.0,Inactive,User Absent
2026-06-30T01:06:54.593815,SESS_0010,22.4,46.3,509.3,5.0,Slight Lean,1,1,93.2,9.6,High Focus,Excellent Focus
2026-06-30T01:31:54.593815,SESS_0010,23.8,55.9,594.9,82.8,Good,1,1,89.6,28.6,High Focus,Excellent Focus
2026-06-30T01:56:54.593815,SESS_0010,22.0,47.9,519.7,5.0,Good,1,1,93.3,6.6,High Focus,Excellent Focus
2026-06-30T02:21:54.593815,SESS_0010,23.1,48.3,478.3,19.4,Good,1,1,97.2,6.0,High Focus,Excellent Focus
2026-06-30T02:46:54.593815,SESS_0010,25.5,50.4,438.7,84.5,Poor,1,1,75.0,59.1,Moderate Focus,Good Productivity
2026-06-30T03:11:54.593815,SESS_0010,22.9,52.3,488.3,37.4,Moderate Lean,1,1,89.1,17.9,High Focus,Excellent Focus
2026-06-30T03:36:54.593815,SESS_0010,24.6,49.2,450.1,8.3,Good,1,1,95.8,8.1,High Focus,Excellent Focus
2026-06-30T04:01:54.593815,SESS_0011,26.5,49.0,438.4,67.7,Moderate Lean,1,1,84.9,31.0,High Focus,Excellent Focus
2026-06-30T04:26:54.593815,SESS_0011,23.5,59.3,526.9,34.7,Good,1,1,94.9,13.2,High Focus,Excellent Focus
2026-06-30T04:51:54.593815,SESS_0011,24.9,52.2,512.9,5.0,Slight Lean,1,1,98.4,0.2,High Focus,Excellent Focus
2026-06-30T05:16:54.593815,SESS_0011,22.7,54.1,432.5,27.4,Good,1,1,94.1,13.1,High Focus,Excellent Focus
2026-06-30T05:41:54.593815,SESS_0011,24.5,55.2,606.3,69.6,Good,1,1,91.2,28.2,High Focus,Excellent Focus
2026-06-30T06:06:54.593815,SESS_0011,22.9,45.3,503.1,84.4,Good,1,1,92.9,29.9,High Focus,Excellent Focus
2026-06-30T06:31:54.593815,SESS_0011,25.6,52.8,533.3,38.6,Slight Lean,1,1,95.7,13.0,High Focus,Excellent Focus
2026-06-30T06:56:54.593815,SESS_0011,25.2,49.7,438.3,54.4,Good,1,1,96.0,17.0,High Focus,Excellent Focus
2026-06-30T07:21:54.593815,SESS_0011,24.5,55.5,489.6,40.0,Good,1,1,97.7,13.4,High Focus,Excellent Focus
2026-06-30T07:46:54.593815,SESS_0011,22.6,56.2,490.7,5.0,Slight Lean,1,1,93.5,10.1,High Focus,Excellent Focus
2026-06-30T08:11:54.593815,SESS_0011,24.4,52.0,510.4,5.0,Good,0,1,0.0,0.0,Inactive,User Absent
2026-06-30T08:36:54.593815,SESS_0011,24.8,51.6,500.4,5.0,Slight Lean,1,1,96.9,2.8,High Focus,Excellent Focus
2026-06-30T09:01:54.593815,SESS_0011,24.7,48.5,539.8,5.0,Good,1,1,94.1,7.7,High Focus,Excellent Focus
2026-06-30T09:26:54.593815,SESS_0011,23.8,50.5,378.2,58.9,Slight Lean,1,1,88.9,28.6,High Focus,Excellent Focus
2026-06-30T09:51:54.593815,SESS_0011,22.5,43.3,502.0,47.3,Good,0,1,0.0,0.0,Inactive,User Absent
2026-06-30T10:16:54.593815,SESS_0012,23.8,54.9,545.5,12.8,Slight Lean,1,1,94.4,8.7,High Focus,Excellent Focus
2026-06-30T10:41:54.593815,SESS_0012,27.1,47.3,403.7,150.0,Good,1,1,79.4,46.9,Moderate Focus,Good Productivity
2026-06-30T11:06:54.593815,SESS_0012,24.2,48.5,446.5,5.0,Good,1,1,94.3,9.1,High Focus,Excellent Focus
2026-06-30T11:31:54.593815,SESS_0012,24.4,54.9,497.1,58.9,Good,1,0,93.5,21.9,High Focus,Excellent Focus
2026-06-30T11:56:54.593815,SESS_0012,25.4,47.7,496.2,5.0,Good,1,1,97.8,4.5,High Focus,Excellent Focus
2026-06-30T12:21:54.593815,SESS_0012,24.4,56.0,446.2,9.0,Good,1,1,100.0,1.1,High Focus,Excellent Focus
2026-06-30T12:46:54.593815,SESS_0012,24.5,45.4,508.2,63.9,Good,1,1,94.5,18.6,High Focus,Excellent Focus
2026-06-30T13:11:54.593815,SESS_0012,23.9,42.5,400.8,47.5,Good,1,0,92.7,19.7,High Focus,Excellent Focus
2026-06-30T13:36:54.593815,SESS_0012,25.2,50.9,451.4,5.0,Good,1,1,96.7,2.8,High Focus,Excellent Focus
2026-06-30T14:01:54.593815,SESS_0012,26.6,54.1,469.0,15.8,Slight Lean,1,1,92.6,10.0,High Focus,Excellent Focus
2026-06-30T14:26:54.593815,SESS_0012,24.6,50.1,475.7,5.0,Slight Lean,1,1,92.5,8.3,High Focus,Excellent Focus
2026-06-30T14:51:54.593815,SESS_0012,27.0,53.2,451.4,7.3,Good,1,0,92.9,9.3,High Focus,Excellent Focus
2026-06-30T15:16:54.593815,SESS_0012,23.4,57.3,497.9,81.9,Slight Lean,1,1,90.7,30.7,High Focus,Excellent Focus
2026-06-30T15:41:54.593815,SESS_0012,26.0,49.1,545.9,24.1,Slight Lean,1,1,93.3,13.3,High Focus,Excellent Focus
2026-06-30T16:06:54.593815,SESS_0012,27.6,49.7,490.2,5.0,Slight Lean,1,0,88.0,12.5,High Focus,Excellent Focus
2026-06-30T16:31:54.593815,SESS_0013,24.1,52.5,506.1,43.0,Moderate Lean,1,0,84.5,30.7,High Focus,Excellent Focus
2026-06-30T16:56:54.593815,SESS_0013,24.4,47.7,517.7,150.0,Good,1,1,84.5,40.7,High Focus,Excellent Focus
2026-06-30T17:21:54.593815,SESS_0013,25.4,47.4,467.1,81.1,Poor,1,1,72.6,61.1,Moderate Focus,Good Productivity
2026-06-30T17:46:54.593815,SESS_0013,25.7,44.5,434.9,18.5,Good,1,1,95.9,10.3,High Focus,Excellent Focus
2026-06-30T18:11:54.593815,SESS_0013,26.9,49.4,533.9,92.4,Good,1,1,89.8,30.9,High Focus,Excellent Focus
2026-06-30T18:36:54.593815,SESS_0013,23.7,53.8,489.0,9.5,Slight Lean,1,1,96.9,7.5,High Focus,Excellent Focus
2026-06-30T19:01:54.593815,SESS_0013,23.6,52.4,504.7,7.9,Slight Lean,1,1,94.7,7.8,High Focus,Excellent Focus
2026-06-30T19:26:54.593815,SESS_0013,24.1,45.2,477.5,81.8,Good,1,1,94.0,22.2,High Focus,Excellent Focus
2026-06-30T19:51:54.593815,SESS_0013,26.1,44.9,461.9,139.5,Moderate Lean,1,0,69.7,56.5,Moderate Focus,Good Productivity
2026-06-30T20:16:54.593815,SESS_0013,22.8,54.9,444.6,5.6,Poor,1,1,79.1,35.0,Moderate Focus,Good Productivity
2026-06-30T20:41:54.593815,SESS_0013,24.6,46.5,529.8,22.5,Slight Lean,1,1,93.0,13.6,High Focus,Excellent Focus
2026-06-30T21:06:54.593815,SESS_0013,22.6,48.1,506.0,7.3,Poor,1,1,79.9,37.0,Moderate Focus,Good Productivity
2026-06-30T21:31:54.593815,SESS_0013,25.0,52.5,531.5,9.2,Good,1,1,97.5,4.3,High Focus,Excellent Focus
2026-06-30T21:56:54.593815,SESS_0013,23.7,51.2,445.6,110.3,Slight Lean,1,1,86.4,38.5,High Focus,Excellent Focus
2026-06-30T22:21:54.593815,SESS_0013,24.6,44.0,525.8,24.3,Moderate Lean,1,1,89.2,13.7,High Focus,Excellent Focus
2026-06-30T22:46:54.593815,SESS_0014,28.6,48.0,500.2,5.0,Good,1,1,97.5,2.2,High Focus,Excellent Focus
2026-06-30T23:11:54.593815,SESS_0014,25.4,47.3,448.8,81.0,Good,0,1,0.0,0.0,Inactive,User Absent
2026-06-30T23:36:54.593815,SESS_0014,27.2,52.9,434.1,72.8,Good,1,1,91.5,27.2,High Focus,Excellent Focus
2026-07-01T00:01:54.593815,SESS_0014,27.9,50.8,490.1,5.0,Good,1,1,97.8,3.7,High Focus,Excellent Focus
2026-07-01T00:26:54.593815,SESS_0014,25.1,47.2,513.4,43.0,Good,0,1,0.0,0.0,Inactive,User Absent
2026-07-01T00:51:54.593815,SESS_0014,26.8,47.0,495.1,150.0,Good,1,1,81.6,44.9,High Focus,Excellent Focus
2026-07-01T01:16:54.593815,SESS_0014,24.1,52.2,551.8,53.6,Slight Lean,1,1,91.9,22.9,High Focus,Excellent Focus
